股票代码,股票名称,平均增长率（%）,复合增长率（%）,增长频次
601339,百隆东方,5.64,1.31,10
601368,绿城水务,2.23,2.05,4
601369,陕鼓动力,1.99,0.71,16
601375,中原证券,nan,nan,0
601377,兴业证券,nan,nan,0
601388,怡球资源,71.81,0.18,10
601390,中国中铁,13.00,12.57,24
601398,工商银行,nan,nan,0
601500,通用股份,1.47,2.40,2
601515,东风股份,1.23,1.84,12
601518,吉林高速,8.40,1.11,16
601519,大智慧i,15.69,-33.60,4
601555,东吴证券,nan,nan,0
601558,华锐风电,-159.72,-5.36,6
601566,九牧王i,3.35,2.32,11
601567,三星医疗,11.68,7.08,18
601579,会稽山i,30.66,1.36,7
601588,北辰实业,11.11,1.69,17
601595,上海电影,7.63,4.36,3
601599,鹿港文化,-454.70,5.31,8
601600,中国铝业,-257.42,-0.04,5
601601,中国太保,nan,nan,0
601607,上海医药,10.63,41.27,23
601608,中信重工,17.82,-1.50,6
601611,中国核建,360.31,2.51,5
601616,广电电气,14.41,-13.65,9
601618,中国中冶,4.72,1.42,14
601628,中国人寿,nan,nan,0
601633,长城汽车,14.05,24.79,16
601636,旗滨集团,47.82,54.56,13
601666,平煤股份,-37.90,-0.06,15
601668,中国建筑,5.20,6.48,16
601669,中国电建,7.17,5.42,12
601677,明泰铝业,35.15,6.60,14
601678,滨化股份,9.76,2.74,13
601688,华泰证券,nan,nan,0
601689,拓普集团,3.51,3.57,7
601699,潞安环能,28.90,0.07,21
601700,风范股份,6.39,6.16,15
601717,郑煤机i,4.49,0.83,13
601718,际华集团,16.25,0.21,11
601727,上海电气,1.66,1.49,14
601766,中国中车,9.33,21.60,20
601777,力帆股份,6.18,-1.09,12
601788,光大证券,nan,nan,0
601789,宁波建工,3.41,2.82,15
601798,蓝科高新,2409.76,0.00,12
601799,星宇股份,4.24,5.61,17
601800,中国交建,10.52,2.99,15
601801,皖新传媒,10.21,5.24,16
601808,中海油服,-11.47,-0.88,16
601811,新华文轩,0.83,2.54,1
601818,光大银行,nan,nan,0
601857,中国石油,112.88,0.02,22
601858,中国科传,134.01,21.67,3
601866,中远海发,-80.75,-0.46,6
601872,招商轮船,-113.50,2.68,14
601877,正泰电器,3.61,4.37,22
601880,大连港i,1.85,0.95,14
601881,中国银河,nan,nan,0
601882,海天精工,10.29,5.38,2
601886,江河集团,16.93,3.56,18
601888,中国国旅,7.62,8.60,14
601890,亚星锚链,50.97,0.48,10
601898,中煤能源,-54.09,-0.02,13
601899,紫金矿业,5.47,1.00,22
601900,南方传媒,7.29,3.79,6
601901,方正证券,nan,nan,0
601908,京运通i,149.39,2.01,11
601918,ST新集,86.50,0.53,18
601919,中远海控,167.23,-538.42,8
601928,凤凰传媒,3.77,2.42,11
601929,吉视传媒,14.42,7.07,9
601933,永辉超市,11.86,8.84,12
601939,建设银行,nan,nan,0
601958,金钼股份,-117.01,-0.03,13
601965,中国汽研,5.24,3.94,11
601966,玲珑轮胎,132.86,2.30,2
601968,宝钢包装,212.14,0.19,5
601969,海南矿业,741.26,-0.22,2
601985,中国核电,42.21,3.56,4
601988,中国银行,nan,nan,0
601989,中国重工,-9.34,-0.28,13
601991,大唐发电,-4.20,0.77,18
601992,金隅股份,-48.80,11.24,13
601996,丰林集团,-49.23,1.18,11
601997,贵阳银行,nan,nan,0
601998,中信银行,nan,nan,0
601999,出版传媒,-138.15,1.00,18
603000,人民网i,22.03,0.26,15
603001,奥康国际,2.18,1.91,10
603002,宏昌电子,3.08,0.63,12
603003,龙宇燃油,-31.40,0.22,8
603005,晶方科技,9.87,0.40,9
603006,联明股份,6.29,3.32,6
603007,花王股份,12.11,2.86,2
603008,喜临门i,7.63,3.38,13
603009,北特科技,0.93,2.05,7
603010,万盛股份,5.83,4.34,8
603011,合锻智能,2.07,1.08,5
603012,创力集团,3.53,0.91,6
603015,弘讯科技,4.04,0.80,5
603016,新宏泰i,0.46,2.34,2
603017,中衡设计,9.83,2.91,5
603018,中设集团,3.85,2.32,8
603019,中科曙光,30.26,1.08,7
603020,爱普股份,2.89,2.96,6
603021,山东华鹏,27.52,2.85,5
603022,新通联i,6.99,1.21,6
603023,威帝股份,8.34,2.14,5
603025,大豪科技,2.05,1.90,5
603026,石大胜华,5.74,2.61,3
603027,千禾味业,2.61,3.44,3
603028,赛福天i,2.62,1.93,4
603029,天鹅股份,41.97,0.76,4
603030,全筑股份,-115.84,2.64,6
603031,安德利i,8.03,3.08,3
603032,德新交运,4.89,1.90,3
603033,三维股份,3.53,3.00,1
603035,常熟汽饰,32.42,12.20,3
603036,如通股份,2.96,3.30,2
603037,凯众股份,38.44,15.40,4
603038,华立股份,1.17,4.05,2
603039,泛微网络,35.03,2.65,4
603040,新坐标i,1.53,3.76,2
603058,永吉股份,26.77,9.54,2
603060,国检集团,3.28,4.56,3
603066,音飞储存,35.17,2.09,5
603067,振华股份,4.31,4.41,3
603069,海汽集团,246.35,2.29,3
603077,和邦生物,21.77,5.66,12
603085,天成自控,9.00,3.10,5
603088,宁波精达,18.72,0.59,6
603089,正裕工业,11.46,4.76,3
603090,宏盛股份,0.99,3.38,4
603098,森特股份,88.63,15.52,3
603099,长白山i,-410.11,2.67,4
603100,川仪股份,4.34,1.49,5
603101,汇嘉时代,0.75,2.21,3
603108,润达医疗,4.33,3.45,7
603111,康尼机电,44.36,2.62,4
603116,红蜻蜓i,0.56,1.39,7
603117,万林股份,1.52,1.67,4
603118,共进股份,4.51,3.49,7
603123,翠微股份,4.44,0.61,10
603126,中材节能,13.11,0.82,9
603128,华贸物流,7.90,6.06,12
603131,上海沪工,90.79,3.47,2
603133,碳元科技,14.06,6.01,2
603138,海量数据,1.49,12.73,2
603158,腾龙股份,2.83,3.16,6
603159,上海亚虹,125.70,3.12,2
603160,汇顶科技,14.32,7.13,3
603165,荣晟环保,182.04,82.58,4
603166,福达股份,21.60,0.47,5
603167,渤海轮渡,3.48,1.33,12
603168,莎普爱思,4.76,4.53,8
603169,兰石重装,-304.69,0.42,4
603177,德创环保,23.65,1.08,2
603178,圣龙股份,8.62,6.36,3
603179,新泉股份,24.89,25.77,2
603186,华正新材,267.31,107.71,3
603188,亚邦股份,15.97,5.10,6
603189,网达软件,10.61,1.68,2
603198,迎驾贡酒,41.82,2.17,4
603199,九华旅游,2.37,2.31,5
603203,快克股份,3.44,5.38,4
603208,江山欧派,97.88,40.25,4
603218,日月股份,69.22,32.32,3
603222,济民制药,4.30,0.79,6
603223,恒通股份,182.56,3.91,9
603227,雪峰科技,-520.76,-0.04,4
603228,景旺电子,6.13,6.68,4
603238,诺邦股份,17.67,9.20,3
603239,浙江仙通,56.40,28.94,4
603258,电魂网络,1.51,2.60,2
603266,天龙股份,0.40,3.50,2
603268,松发股份,3.78,1.00,6
603288,海天味业,4.72,4.41,9
603298,杭叉集团,136.68,39.83,3
603299,井神股份,39.19,1.15,4
603300,华铁科技,4.22,2.55,6
603306,华懋科技,9.63,4.81,8
603308,应流股份,5.52,1.07,8
603309,维力医疗,2.32,1.85,6
603311,金海环境,5.25,4.01,6
603313,梦百合i,4.90,6.09,4
603315,福鞍股份,1.94,1.82,5
603318,派思股份,-83.95,0.60,5
603319,湘油泵i,0.89,3.87,3
603322,超讯通信,16.67,3.73,4
603323,吴江银行,nan,nan,0
603328,依顿电子,27.12,2.72,10
603330,上海天洋,96.93,31.54,4
603333,明星电缆,-6.68,-0.41,4
603336,宏辉果蔬,2.19,4.19,3
603337,杰克股份,3.66,4.75,2
603338,浙江鼎力,5.14,4.57,7
603339,四方冷链,1.24,2.75,2
603345,安井食品,7.02,4.97,2
603355,莱克电气,1.01,2.21,4
603358,华达科技,1.47,4.51,4
603360,百傲化学,9.03,7.01,3
603366,日出东方,13.49,1.41,14
603368,柳州医药,5.20,5.08,9
603369,今世缘i,9.95,2.79,5
603377,东方时尚,106.14,2.58,6
603388,元成股份,0.44,10.08,1
603389,亚振家居,5.80,2.77,1
603393,新天然气,0.54,2.74,3
603398,邦宝益智,2.27,1.86,4
603399,新华龙i,-21.25,-0.83,8
603416,信捷电气,0.97,5.89,3
603421,鼎信通讯,7.90,3.38,2
603429,集友股份,2.61,6.44,2
603444,吉比特i,65.97,22.32,2
603456,九洲药业,1.35,1.41,7
603508,思维列控,24.06,1.52,5
603515,欧普照明,113.23,3.01,3
603517,绝味食品,5.90,6.46,4
603518,维格娜丝,1.60,1.22,8
603519,立霸股份,1.25,2.36,6
603520,司太立i,9.10,5.34,5
603528,多伦科技,11.40,6.52,3
603555,贵人鸟i,3.92,2.03,8
603556,海兴电力,4.37,5.82,4
603558,健盛集团,1.50,1.52,8
603559,中通国脉,4.91,2.32,3
603566,普莱柯i,18.52,1.77,5
603567,珍宝岛i,28.54,1.86,5
603568,伟明环保,4.75,4.25,7
603569,长久物流,0.98,3.81,3
603577,汇金通i,2.33,3.68,2
603578,三星新材,4.04,6.26,2
603579,荣泰健康,55.01,28.70,4
603585,苏利股份,18.88,12.95,2
603588,高能环境,-5.12,1.00,10
603589,口子窖i,36.34,3.37,5
603598,引力传媒,3.32,1.68,5
603599,广信股份,73.01,2.17,3
603600,永艺股份,3.23,3.53,9
603601,再升科技,11.65,2.97,7
603603,博天环境,44.12,17.02,3
603606,东方电缆,5.65,0.77,7
603608,天创时尚,inf,1.99,4
603609,禾丰牧业,397.90,1.88,9
603611,诺力股份,4.86,4.50,10
603615,茶花股份,0.87,5.05,2
603616,韩建河山,-44.60,-0.79,4
603618,杭电股份,2.20,3.06,5
603626,科森科技,48.35,11.50,3
603628,清源股份,8.84,6.99,1
603630,拉芳家化,0.40,10.96,1
603633,徕木股份,inf,0.00,2
603636,南威软件,-15.82,0.98,8
603637,镇海股份,3.02,4.37,3
603638,艾迪精密,4.40,4.77,2
603639,海利尔i,6.05,5.55,3
603658,安图生物,10.83,7.31,5
603660,苏州科达,-791.51,-1.28,2
603663,三祥新材,0.57,3.00,4
603665,康隆达i,7.82,17.39,2
603667,五洲新春,0.73,3.55,2
603668,天马科技,2.31,6.54,3
603669,灵康药业,10.08,1.41,6
603677,奇精机械,3.33,5.10,3
603678,火炬电子,4.78,2.94,7
603686,龙马环卫,7.33,5.35,8
603688,石英股份,3.53,0.86,8
603689,皖天然气,0.87,4.31,3
603690,至纯科技,2.11,4.18,2
603696,安记食品,30.54,1.04,5
603698,航天工程,-81.37,1.64,6
603699,纽威股份,4.61,2.76,8
603701,德宏股份,3.07,3.76,6
603703,盛洋科技,5.02,1.34,6
603708,家家悦i,0.23,4.96,2
603716,塞力斯i,1.39,3.56,3
603717,天域生态,0.95,12.18,2
603718,海利生物,2.05,1.10,4
603726,朗迪集团,7.11,3.86,2
603727,博迈科i,inf,0.00,5
603729,龙韵股份,-47.47,0.28,6
603737,三棵树i,-39.38,1.63,4
603738,泰晶科技,3.08,4.97,3
603766,隆鑫通用,2.41,3.24,13
603768,常青股份,11.31,15.55,1
603777,来伊份i,1.97,3.57,2
603778,乾景园林,7.46,1.48,5
603779,威龙股份,0.58,2.98,2
603788,宁波高发,4.73,4.48,7
603789,星光农机,9.13,0.75,3
603798,康普顿i,6.13,5.32,4
603799,华友钴业,-133.55,-0.27,2
603800,道森股份,114.53,-1.23,4
603806,福斯特i,1.39,1.96,7
603808,歌力思i,1.29,1.83,6
603811,诚意药业,0.44,11.42,2
603816,顾家家居,1.87,4.62,3
603817,海峡环保,0.64,3.50,1
603818,曲美家居,27.94,3.17,6
603819,神力股份,3.75,2.97,3
603822,嘉澳环保,6.06,2.84,4
603823,百合花i,107.49,34.25,4
603828,柯利达i,6.18,1.75,7
603838,四通股份,73.16,2.80,7
603839,安正时尚,0.08,3.02,3
603843,正平股份,-57.87,2.03,4
603858,步长制药,4.49,4.24,3
603859,能科股份,29.14,0.92,1
603861,白云电器,3.22,1.58,2
603866,桃李面包,41.16,3.19,7
603868,飞科电器,5.27,5.02,4
603869,北部湾旅,51.84,3.32,6
603877,太平鸟i,9.44,3.00,4
603878,武进不锈,3.93,2.93,1
603881,数据港i,10.21,7.48,3
603883,老百姓i,2.52,3.11,5
603885,吉祥航空,182.10,15.07,6
603886,元祖股份,-134.64,4.37,2
603887,城地股份,2.46,3.08,3
603888,新华网i,3.40,4.54,3
603889,新澳股份,95.73,2.14,4
603898,好莱客i,48.68,7.23,9
603899,晨光文具,7.49,5.54,7
603900,通灵珠宝,7.64,5.98,3
603901,永创智能,1.86,2.04,3
603903,中持股份,0.92,10.14,1
603908,牧高笛i,4.17,13.90,1
603909,合诚股份,0.40,2.86,3
603918,金桥信息,164.45,0.08,5
603919,金徽酒i,12.81,4.82,3
603928,兴业股份,83.75,27.21,4
603929,亚翔集成,30.18,13.28,2
603936,博敏电子,inf,0.77,4
603939,益丰药房,6.50,5.20,7
603955,大千生态,3.05,3.73,3
603958,哈森股份,12.08,1.09,2
603959,百利科技,15.60,2.01,4
603960,克来机电,1.41,12.69,2
603966,法兰泰克,178.46,22.40,1
603968,醋化股份,8.45,3.78,4
603969,银龙股份,58.74,3.98,7
603977,国泰集团,4.62,2.17,3
603979,金诚信i,39.72,1.39,5
603986,兆易创新,96.71,7.15,4
603987,康德莱i,12.43,8.83,4
603988,中电电机,2.36,0.82,5
603989,艾华集团,6.12,4.21,6
603990,麦迪科技,751.49,30.23,2
603991,至正股份,1.06,12.33,2
603993,洛阳钼业,5.85,2.21,8
603996,中新科技,459.89,1.14,5
603997,继峰股份,2.66,2.89,7
603998,方盛制药,1.69,2.22,8
603999,读者传媒,122.22,1.05,6
